timestamp,import_price,export_price
2020-01-04 11:45:00+00:00,0.0731,0.0311
2020-01-04 12:00:00+00:00,0.0587,0.0256
2020-01-04 12:15:00+00:00,0.0587,0.0256
2020-01-04 12:30:00+00:00,0.0587,0.0256
2020-01-04 12:45:00+00:00,0.0587,0.0256
2020-01-04 13:00:00+00:00,0.0679,0.0291
2020-01-04 13:15:00+00:00,0.0679,0.0291
2020-01-04 13:30:00+00:00,0.0679,0.0291
2020-01-04 13:45:00+00:00,0.0679,0.0291
2020-01-04 14:00:00+00:00,0.0753,0.0319
2020-01-04 14:15:00+00:00,0.0753,0.0319
2020-01-04 14:30:00+00:00,0.0753,0.0319
2020-01-04 14:45:00+00:00,0.0753,0.0319
2020-01-04 15:00:00+00:00,0.265,0.1173
2020-01-04 15:15:00+00:00,0.265,0.1173
2020-01-04 15:30:00+00:00,0.265,0.1173
2020-01-04 15:45:00+00:00,0.265,0.1173
2020-01-04 16:00:00+00:00,0.2745,0.1209
2020-01-04 16:15:00+00:00,0.2745,0.1209
2020-01-04 16:30:00+00:00,0.2745,0.1209
2020-01-04 16:45:00+00:00,0.2745,0.1209
2020-01-04 17:00:00+00:00,0.2823,0.1239
2020-01-04 17:15:00+00:00,0.2823,0.1239
2020-01-04 17:30:00+00:00,0.2823,0.1239
2020-01-04 17:45:00+00:00,0.2823,0.1239
2020-01-04 18:00:00+00:00,0.1127,0.0461
2020-01-04 18:15:00+00:00,0.1127,0.0461
2020-01-04 18:30:00+00:00,0.1127,0.0461
2020-01-04 18:45:00+00:00,0.1127,0.0461
2020-01-04 19:00:00+00:00,0.0993,0.041
2020-01-04 19:15:00+00:00,0.0993,0.041
2020-01-04 19:30:00+00:00,0.0993,0.041
2020-01-04 19:45:00+00:00,0.0993,0.041
2020-01-04 20:00:00+00:00,0.1105,0.0453
2020-01-04 20:15:00+00:00,0.1105,0.0453
2020-01-04 20:30:00+00:00,0.1105,0.0453
2020-01-04 20:45:00+00:00,0.1105,0.0453
2020-01-04 21:00:00+00:00,0.1237,0.0503
2020-01-04 21:15:00+00:00,0.1237,0.0503
2020-01-04 21:30:00+00:00,0.1237,0.0503
2020-01-04 21:45:00+00:00,0.1237,0.0503
2020-01-04 22:00:00+00:00,0.1192,0.0486
2020-01-04 22:15:00+00:00,0.1192,0.0486
2020-01-04 22:30:00+00:00,0.1192,0.0486
2020-01-04 22:45:00+00:00,0.1192,0.0486
2020-01-04 23:00:00+00:00,0.1071,0.044
2020-01-04 23:15:00+00:00,0.1071,0.044
2020-01-04 23:30:00+00:00,0.1071,0.044
2020-01-04 23:45:00+00:00,0.1071,0.044
2020-01-05 00:00:00+00:00,0.1051,0.0432
2020-01-05 00:15:00+00:00,0.1051,0.0432
2020-01-05 00:30:00+00:00,0.1051,0.0432
2020-01-05 00:45:00+00:00,0.1051,0.0432
2020-01-05 01:00:00+00:00,0.1023,0.0422
2020-01-05 01:15:00+00:00,0.1023,0.0422
2020-01-05 01:30:00+00:00,0.1023,0.0422
2020-01-05 01:45:00+00:00,0.1023,0.0422
2020-01-05 02:00:00+00:00,0.0996,0.0411
2020-01-05 02:15:00+00:00,0.0996,0.0411
2020-01-05 02:30:00+00:00,0.0996,0.0411
2020-01-05 02:45:00+00:00,0.0996,0.0411
2020-01-05 03:00:00+00:00,0.0993,0.041
2020-01-05 03:15:00+00:00,0.0993,0.041
2020-01-05 03:30:00+00:00,0.0993,0.041
2020-01-05 03:45:00+00:00,0.0993,0.041
2020-01-05 04:00:00+00:00,0.0991,0.0409
2020-01-05 04:15:00+00:00,0.0991,0.0409
2020-01-05 04:30:00+00:00,0.0991,0.0409
2020-01-05 04:45:00+00:00,0.0991,0.0409
2020-01-05 05:00:00+00:00,0.1003,0.0414
2020-01-05 05:15:00+00:00,0.1003,0.0414
2020-01-05 05:30:00+00:00,0.1003,0.0414
2020-01-05 05:45:00+00:00,0.1003,0.0414
2020-01-05 06:00:00+00:00,0.1022,0.0421
2020-01-05 06:15:00+00:00,0.1022,0.0421
2020-01-05 06:30:00+00:00,0.1022,0.0421
2020-01-05 06:45:00+00:00,0.1022,0.0421
2020-01-05 07:00:00+00:00,0.1046,0.043
2020-01-05 07:15:00+00:00,0.1046,0.043
2020-01-05 07:30:00+00:00,0.1046,0.043
2020-01-05 07:45:00+00:00,0.1046,0.043
2020-01-05 08:00:00+00:00,0.11,0.0451
2020-01-05 08:15:00+00:00,0.11,0.0451
2020-01-05 08:30:00+00:00,0.11,0.0451
2020-01-05 08:45:00+00:00,0.11,0.0451
2020-01-05 09:00:00+00:00,0.1182,0.0482
2020-01-05 09:15:00+00:00,0.1182,0.0482
2020-01-05 09:30:00+00:00,0.1182,0.0482
2020-01-05 09:45:00+00:00,0.1182,0.0482
2020-01-05 10:00:00+00:00,0.1218,0.0496
2020-01-05 10:15:00+00:00,0.1218,0.0496
2020-01-05 10:30:00+00:00,0.1218,0.0496
2020-01-05 10:45:00+00:00,0.1218,0.0496
2020-01-05 11:00:00+00:00,0.1197,0.0488
2020-01-05 11:15:00+00:00,0.1197,0.0488
2020-01-05 11:30:00+00:00,0.1197,0.0488
2020-01-05 11:45:00+00:00,0.1197,0.0488
2020-01-05 12:00:00+00:00,0.1128,0.0461
2020-01-05 12:15:00+00:00,0.1128,0.0461
2020-01-05 12:30:00+00:00,0.1128,0.0461
2020-01-05 12:45:00+00:00,0.1128,0.0461
2020-01-05 13:00:00+00:00,0.1105,0.0453
2020-01-05 13:15:00+00:00,0.1105,0.0453
2020-01-05 13:30:00+00:00,0.1105,0.0453
2020-01-05 13:45:00+00:00,0.1105,0.0453
